CustomerID,recency,frequency,monetary,R,F,M,RFM_Score,Segment
13754.0,151,2,282.6,2,3,2,232,At Risk
13755.0,3,9,2108.06,5,5,5,555,Champions
13756.0,1,11,4185.12,5,5,5,555,Champions
13758.0,11,5,2471.7,5,4,5,545,Champions
13759.0,32,2,659.41,3,3,3,333,Loyal Customers
13760.0,53,2,286.79,3,3,2,332,Loyal Customers
13761.0,49,2,1070.65,3,3,4,334,Loyal Customers
13762.0,218,1,306.72,1,1,2,112,Hibernating
13763.0,62,1,1714.96,3,1,4,314,Others
13764.0,70,3,1519.42,2,3,4,234,At Risk
13767.0,1,31,14781.0,5,5,5,555,Champions
13769.0,1,9,2474.21,5,5,5,555,Champions
13771.0,63,4,2634.45,3,4,5,345,Loyal Customers
13772.0,33,3,1122.63,3,3,4,334,Loyal Customers
13774.0,81,1,345.0,2,1,2,212,Hibernating
13777.0,0,23,19015.38,5,5,5,555,Champions
13778.0,102,1,178.7,2,1,1,211,Hibernating
13780.0,6,2,360.01,5,3,2,532,Loyal Customers
13781.0,250,1,127.84,1,1,1,111,Hibernating
13782.0,12,6,908.86,4,5,3,453,Loyal Customers
13784.0,9,11,2462.79,5,5,5,555,Champions
13787.0,75,1,202.64,2,1,1,211,Hibernating
13790.0,3,1,348.8,5,1,2,512,Potential Loyalist
13791.0,127,2,1516.0,2,3,4,234,At Risk
13792.0,65,2,195.55,3,3,1,331,Loyal Customers
13798.0,0,55,32983.19,5,5,5,555,Champions
13799.0,116,2,688.86,2,3,3,233,At Risk
13800.0,309,1,558.32,1,1,3,113,Hibernating
13801.0,66,1,324.8,3,1,2,312,Others
13802.0,138,3,4599.42,2,3,5,235,At Risk
13803.0,254,1,277.07,1,1,2,112,Hibernating
13804.0,30,7,2588.39,4,5,5,455,Champions
13805.0,51,2,924.6,3,3,4,334,Loyal Customers
13806.0,63,1,256.38,3,1,2,312,Others
13808.0,5,5,1747.66,5,4,4,544,Champions
13809.0,304,1,155.05,1,1,1,111,Hibernating
13810.0,28,3,1499.01,4,3,4,434,Loyal Customers
13811.0,183,3,814.5,1,3,3,133,At Risk
13812.0,41,3,539.0,3,3,3,333,Loyal Customers
13813.0,39,4,1366.86,3,4,4,344,Loyal Customers
13814.0,91,2,1579.12,2,3,4,234,At Risk
13815.0,21,4,4027.36,4,4,5,445,Champions
13816.0,23,2,571.67,4,3,3,433,Loyal Customers
13817.0,28,1,254.28,4,1,2,412,Potential Loyalist
13819.0,301,3,1140.35,1,3,4,134,At Risk
13821.0,144,2,385.64,2,3,2,232,At Risk
13822.0,5,2,632.0,5,3,3,533,Loyal Customers
13823.0,18,2,957.66,4,3,4,434,Loyal Customers
13824.0,32,5,1698.94,3,4,4,344,Loyal Customers
13826.0,175,1,189.5,1,1,1,111,Hibernating
13827.0,57,3,409.8,3,3,2,332,Loyal Customers
13828.0,21,1,209.49,4,1,1,411,Potential Loyalist
13831.0,15,5,1790.45,4,4,4,444,Champions
13832.0,18,1,52.2,4,1,1,411,Potential Loyalist
13833.0,158,1,383.85,2,1,2,212,Hibernating
13835.0,24,4,834.57,4,4,3,443,Loyal Customers
13837.0,211,2,266.59,1,3,2,132,At Risk
13838.0,5,3,444.16,5,3,2,532,Loyal Customers
13841.0,252,1,85.0,1,1,1,111,Hibernating
13842.0,58,8,3075.05,3,5,5,355,Loyal Customers
13844.0,10,1,361.62,5,1,2,512,Potential Loyalist
13845.0,64,1,312.98,3,1,2,312,Others
13846.0,24,2,453.66,4,3,2,432,Loyal Customers
13848.0,91,2,935.0,2,3,4,234,At Risk
13849.0,51,2,1537.95,3,3,4,334,Loyal Customers
13850.0,128,1,1595.48,2,1,4,214,Hibernating
13851.0,95,3,2651.46,2,3,5,235,At Risk
13853.0,56,1,1090.14,3,1,4,314,Others
13854.0,8,23,7500.08,5,5,5,555,Champions
13856.0,168,3,388.5,1,3,2,132,At Risk
13858.0,56,1,216.17,3,1,1,311,Others
13859.0,325,1,201.16,1,1,1,111,Hibernating
13860.0,0,5,1245.9,5,4,4,544,Champions
13862.0,17,8,2209.36,4,5,5,455,Champions
13863.0,247,1,305.78,1,1,2,112,Hibernating
13865.0,57,4,501.56,3,4,3,343,Loyal Customers
13866.0,73,1,145.67,2,1,1,211,Hibernating
13867.0,30,3,1005.09,4,3,4,434,Loyal Customers
13868.0,6,2,3192.54,5,3,5,535,Loyal Customers
13869.0,122,3,2760.03,2,3,5,235,At Risk
13870.0,1,8,2770.94,5,5,5,555,Champions
13871.0,22,13,6403.25,4,5,5,455,Champions
13873.0,119,3,389.6,2,3,2,232,At Risk
13875.0,53,5,1786.79,3,4,4,344,Loyal Customers
13876.0,63,1,122.7,3,1,1,311,Others
13877.0,85,1,117.24,2,1,1,211,Hibernating
13878.0,54,1,1271.57,3,1,4,314,Others
13880.0,20,12,3121.97,4,5,5,455,Champions
13881.0,3,20,17159.52,5,5,5,555,Champions
13882.0,2,5,1191.13,5,4,4,544,Champions
13883.0,10,5,2674.48,5,4,5,545,Champions
13884.0,6,5,787.6,5,4,3,543,Loyal Customers
13885.0,188,2,506.8,1,3,3,133,At Risk
13886.0,70,1,243.56,2,1,2,212,Hibernating
13887.0,203,1,349.55,1,1,2,112,Hibernating
13888.0,119,2,595.67,2,3,3,233,At Risk
13889.0,92,1,416.9,2,1,2,212,Hibernating
13890.0,0,9,1693.46,5,5,4,554,Champions
13892.0,26,4,632.97,4,4,3,443,Loyal Customers
13893.0,297,1,821.1,1,1,3,113,Hibernating
13894.0,23,3,564.62,4,3,3,433,Loyal Customers
13895.0,27,4,2593.07,4,4,5,445,Champions
13897.0,49,1,311.16,3,1,2,312,Others
13898.0,325,1,155.93,1,1,1,111,Hibernating
13899.0,15,2,388.52,4,3,2,432,Loyal Customers
13900.0,182,3,740.95,1,3,3,133,At Risk
13901.0,71,5,2867.2,2,4,5,245,At Risk
13904.0,36,2,332.64,3,3,2,332,Loyal Customers
13908.0,79,4,2369.55,2,4,5,245,At Risk
13911.0,56,9,2580.91,3,5,5,355,Loyal Customers
13914.0,11,2,626.45,5,3,3,533,Loyal Customers
13917.0,49,2,272.04,3,3,2,332,Loyal Customers
13918.0,49,2,1212.84,3,3,4,334,Loyal Customers
13919.0,58,2,384.81,3,3,2,332,Loyal Customers
13923.0,53,1,351.13,3,1,2,312,Others
13924.0,1,6,1838.85,5,5,4,554,Champions
13925.0,92,4,678.25,2,4,3,243,At Risk
13926.0,22,1,223.85,4,1,1,411,Potential Loyalist
13927.0,74,1,348.99,2,1,2,212,Hibernating
13928.0,10,4,464.57,5,4,2,542,Loyal Customers
13929.0,168,2,842.65,1,3,3,133,At Risk
13930.0,57,2,337.34,3,3,2,332,Loyal Customers
13931.0,95,2,1237.53,2,3,4,234,At Risk
13932.0,294,1,307.4,1,1,2,112,Hibernating
13933.0,108,2,608.79,2,3,3,233,At Risk
13934.0,263,1,922.1,1,1,4,114,Hibernating
13936.0,179,1,376.58,1,1,2,112,Hibernating
13937.0,168,1,158.85,1,1,1,111,Hibernating
13938.0,34,1,71.66,3,1,1,311,Others
13939.0,22,3,568.55,4,3,3,433,Loyal Customers
13940.0,16,4,839.14,4,4,3,443,Loyal Customers
13941.0,21,4,4017.84,4,4,5,445,Champions
13946.0,78,3,561.57,2,3,3,233,At Risk
13947.0,64,1,90.6,3,1,1,311,Others
13949.0,2,6,2427.32,5,5,5,555,Champions
13950.0,10,4,745.06,5,4,3,543,Loyal Customers
13951.0,175,3,674.45,1,3,3,133,At Risk
13952.0,217,2,3251.07,1,3,5,135,At Risk
13953.0,6,6,3015.68,5,5,5,555,Champions
13954.0,1,2,439.92,5,3,2,532,Loyal Customers
13955.0,153,2,322.96,2,3,2,232,At Risk
13956.0,4,5,1019.27,5,4,4,544,Champions
13959.0,78,2,379.3,2,3,2,232,At Risk
13960.0,20,2,230.22,4,3,1,431,Loyal Customers
13962.0,21,2,169.55,4,3,1,431,Loyal Customers
13963.0,307,3,513.24,1,3,3,133,At Risk
13967.0,145,1,80.7,2,1,1,211,Hibernating
13969.0,6,17,8706.58,5,5,5,555,Champions
13971.0,18,8,2758.26,4,5,5,455,Champions
13972.0,70,2,190.25,2,3,1,231,At Risk
13973.0,286,1,264.7,1,1,2,112,Hibernating
13974.0,48,1,413.59,3,1,2,312,Others
13975.0,30,6,2461.24,4,5,5,455,Champions
13976.0,206,1,357.98,1,1,2,112,Hibernating
13978.0,14,2,196.79,4,3,1,431,Loyal Customers
13979.0,72,1,869.87,2,1,3,213,Hibernating
13980.0,59,1,200.14,3,1,1,311,Others
13982.0,38,3,1443.21,3,3,4,334,Loyal Customers
13983.0,29,11,2274.07,4,5,5,455,Champions
13984.0,26,4,765.71,4,4,3,443,Loyal Customers
13985.0,3,15,7060.13,5,5,5,555,Champions
13986.0,16,1,320.46,4,1,2,412,Potential Loyalist
13988.0,19,6,4147.96,4,5,5,455,Champions
13989.0,65,2,1266.08,3,3,4,334,Loyal Customers
13990.0,212,1,311.3,1,1,2,112,Hibernating
13991.0,11,6,852.88,5,5,3,553,Loyal Customers
13992.0,29,1,76.8,4,1,1,411,Potential Loyalist
13993.0,42,9,3466.36,3,5,5,355,Loyal Customers
13994.0,3,6,2274.14,5,5,5,555,Champions
13995.0,14,5,1393.69,4,4,4,444,Champions
13999.0,9,11,3599.71,5,5,5,555,Champions
14000.0,210,1,635.66,1,1,3,113,Hibernating
14001.0,45,2,1741.84,3,3,4,334,Loyal Customers
14002.0,133,2,529.73,2,3,3,233,At Risk
14004.0,42,7,4582.64,3,5,5,355,Loyal Customers
14005.0,9,5,2874.72,5,4,5,545,Champions
14006.0,115,3,962.19,2,3,4,234,At Risk
14009.0,197,2,695.61,1,3,3,133,At Risk
14012.0,277,1,328.8,1,1,2,112,Hibernating
14013.0,109,3,473.02,2,3,2,232,At Risk
14014.0,76,1,505.18,2,1,3,213,Hibernating
14015.0,52,1,917.34,3,1,4,314,Others
14016.0,161,3,3587.47,2,3,5,235,At Risk
14019.0,46,3,1421.61,3,3,4,334,Loyal Customers
14020.0,16,2,642.8,4,3,3,433,Loyal Customers
14021.0,154,3,631.9,2,3,3,233,At Risk
14022.0,224,1,440.0,1,1,2,112,Hibernating
14023.0,6,2,584.07,5,3,3,533,Loyal Customers
14024.0,121,2,327.7,2,3,2,232,At Risk
14027.0,60,1,104.82,3,1,1,311,Others
14029.0,62,2,467.66,3,3,2,332,Loyal Customers
14030.0,17,6,1682.34,4,5,4,454,Champions
14031.0,6,16,14717.91,5,5,5,555,Champions
14032.0,1,9,2356.17,5,5,5,555,Champions
14034.0,21,3,648.89,4,3,3,433,Loyal Customers
14035.0,28,5,1428.02,4,4,4,444,Champions
14036.0,284,1,626.65,1,1,3,113,Hibernating
14037.0,175,1,35.4,1,1,1,111,Hibernating
14038.0,77,3,1560.38,2,3,4,234,At Risk
14039.0,32,1,152.2,3,1,1,311,Others
14040.0,40,12,3560.32,3,5,5,355,Loyal Customers
14041.0,265,1,141.41,1,1,1,111,Hibernating
14044.0,26,4,646.42,4,4,3,443,Loyal Customers
14045.0,108,3,1333.35,2,3,4,234,At Risk
14046.0,283,1,154.99,1,1,1,111,Hibernating
14047.0,8,4,1021.69,5,4,4,544,Champions
14048.0,304,1,409.93,1,1,2,112,Hibernating
14049.0,16,4,5578.72,4,4,5,445,Champions
14050.0,31,2,746.36,3,3,3,333,Loyal Customers
14051.0,0,20,13782.23,5,5,5,555,Champions
14052.0,19,1,225.36,4,1,1,411,Potential Loyalist
14053.0,123,2,260.25,2,3,2,232,At Risk
14054.0,64,1,92.46,3,1,1,311,Others
14055.0,105,1,725.64,2,1,3,213,Hibernating
14056.0,0,23,8152.71,5,5,5,555,Champions
14057.0,23,15,5285.74,4,5,5,455,Champions
14059.0,266,1,183.6,1,1,1,111,Hibernating
14060.0,4,16,5266.38,5,5,5,555,Champions
14062.0,9,9,9020.73,5,5,5,555,Champions
14064.0,28,5,1334.34,4,4,4,444,Champions
14066.0,266,1,152.55,1,1,1,111,Hibernating
14067.0,63,2,374.7,3,3,2,332,Loyal Customers
14068.0,319,1,265.85,1,1,2,112,Hibernating
14071.0,3,8,1437.57,5,5,4,554,Champions
14073.0,31,1,151.04,3,1,1,311,Others
14075.0,4,3,942.26,5,3,4,534,Loyal Customers
14076.0,128,1,118.67,2,1,1,211,Hibernating
14077.0,40,5,499.42,3,4,3,343,Loyal Customers
14078.0,101,5,913.13,2,4,3,243,At Risk
14079.0,124,1,375.1,2,1,2,212,Hibernating
14080.0,32,1,45.6,3,1,1,311,Others
14081.0,301,1,498.1,1,1,3,113,Hibernating
14083.0,3,6,558.54,5,5,3,553,Loyal Customers
14085.0,1,15,3255.8,5,5,5,555,Champions
14087.0,2,1,191.47,5,1,1,511,Potential Loyalist
14088.0,9,13,50491.81,5,5,5,555,Champions
14089.0,56,1,158.75,3,1,1,311,Others
14090.0,324,1,76.32,1,1,1,111,Hibernating
14092.0,7,12,3475.18,5,5,5,555,Champions
14093.0,11,1,433.86,5,1,2,512,Potential Loyalist
14096.0,3,17,65164.79,5,5,5,555,Champions
14098.0,36,1,147.35,3,1,1,311,Others
14099.0,15,10,2720.65,4,5,5,455,Champions
14100.0,137,1,191.95,2,1,1,211,Hibernating
14101.0,73,6,5976.79,2,5,5,255,At Risk
14102.0,4,5,1105.88,5,4,4,544,Champions
14104.0,154,2,216.21,2,3,1,231,At Risk
14105.0,238,1,1266.23,1,1,4,114,Hibernating
14107.0,51,6,2339.99,3,5,5,355,Loyal Customers
14108.0,30,2,597.91,4,3,3,433,Loyal Customers
14109.0,72,1,144.2,2,1,1,211,Hibernating
14110.0,3,12,5683.15,5,5,5,555,Champions
14111.0,13,4,692.85,4,4,3,443,Loyal Customers
14112.0,22,7,2915.15,4,5,5,455,Champions
14113.0,3,3,1406.92,5,3,4,534,Loyal Customers
14114.0,273,2,386.53,1,3,2,132,At Risk
14116.0,19,5,1382.74,4,4,4,444,Champions
14117.0,143,1,90.0,2,1,1,211,Hibernating
14121.0,3,4,2780.15,5,4,5,545,Champions
14124.0,83,1,419.58,2,1,2,212,Hibernating
14125.0,10,3,2720.63,5,3,5,535,Loyal Customers
14126.0,7,3,706.13,5,3,3,533,Loyal Customers
14127.0,122,3,709.71,2,3,3,233,At Risk
14128.0,60,2,637.5,3,3,3,333,Loyal Customers
14129.0,1,5,1123.86,5,4,4,544,Champions
14130.0,318,1,480.91,1,1,3,113,Hibernating
14132.0,1,11,3586.03,5,5,5,555,Champions
14133.0,129,3,605.64,2,3,3,233,At Risk
14135.0,1,11,3743.26,5,5,5,555,Champions
14138.0,1,2,965.88,5,3,4,534,Loyal Customers
14139.0,45,1,415.82,3,1,2,312,Others
14140.0,3,2,935.05,5,3,4,534,Loyal Customers
14141.0,2,4,915.13,5,4,3,543,Loyal Customers
14143.0,133,1,115.8,2,1,1,211,Hibernating
14145.0,46,4,3742.2,3,4,5,345,Loyal Customers
14146.0,8,4,2949.57,5,4,5,545,Champions
14147.0,77,2,483.4,2,3,3,233,At Risk
14148.0,233,1,157.2,1,1,1,111,Hibernating
14149.0,220,1,446.62,1,1,2,112,Hibernating
14150.0,35,1,352.46,3,1,2,312,Others
14152.0,74,2,621.29,2,3,3,233,At Risk
14154.0,238,2,1345.62,1,3,4,134,At Risk
14155.0,265,1,118.75,1,1,1,111,Hibernating
14156.0,9,54,116887.88,5,5,5,555,Champions
14157.0,19,2,424.89,4,3,2,432,Loyal Customers
14158.0,39,1,507.66,3,1,3,313,Others
14159.0,19,10,4440.43,4,5,5,455,Champions
14161.0,215,2,814.47,1,3,3,133,At Risk
14162.0,173,2,289.36,1,3,2,132,At Risk
14163.0,86,4,2445.91,2,4,5,245,At Risk
14164.0,70,2,1631.77,2,3,4,234,At Risk
14165.0,275,1,120.44,1,1,1,111,Hibernating
14167.0,38,4,562.59,3,4,3,343,Loyal Customers
14171.0,97,1,363.79,2,1,2,212,Hibernating
14173.0,10,4,450.84,5,4,2,542,Loyal Customers
14174.0,32,1,134.46,3,1,1,311,Others
14175.0,59,3,3222.3,3,3,5,335,Loyal Customers
14176.0,296,3,417.35,1,3,2,132,At Risk
14177.0,85,4,549.46,2,4,3,243,At Risk
14178.0,8,7,1600.26,5,5,4,554,Champions
14179.0,40,2,701.57,3,3,3,333,Loyal Customers
14180.0,10,21,3852.27,5,5,5,555,Champions
14184.0,66,1,452.89,3,1,2,312,Others
14185.0,330,1,197.65,1,1,1,111,Hibernating
14188.0,30,6,2054.36,4,5,5,455,Champions
14189.0,1,14,4342.84,5,5,5,555,Champions
14191.0,1,13,4684.76,5,5,5,555,Champions
14193.0,67,2,853.39,2,3,3,233,At Risk
14194.0,4,21,11349.52,5,5,5,555,Champions
14195.0,201,2,1012.0,1,3,4,134,At Risk
14196.0,106,1,335.52,2,1,2,212,Hibernating
14198.0,17,4,701.4,4,4,3,443,Loyal Customers
14199.0,217,1,185.4,1,1,1,111,Hibernating
14201.0,59,6,680.2,3,5,3,353,Loyal Customers
14204.0,1,1,150.61,5,1,1,511,Potential Loyalist
14205.0,16,2,466.7,4,3,2,432,Loyal Customers
14206.0,238,1,328.16,1,1,2,112,Hibernating
14208.0,94,1,151.74,2,1,1,211,Hibernating
14209.0,10,6,2073.43,5,5,5,555,Champions
14210.0,105,5,1600.89,2,4,4,244,At Risk
14211.0,52,9,2241.1,3,5,5,355,Loyal Customers
14212.0,89,1,1070.48,2,1,4,214,Hibernating
14214.0,30,5,1004.38,4,4,4,444,Champions
14215.0,11,5,1623.72,5,4,4,544,Champions
14216.0,2,4,1839.3,5,4,4,544,Champions
14217.0,1,16,1886.68,5,5,4,554,Champions
14218.0,42,1,169.48,3,1,1,311,Others
14219.0,3,1,89.94,5,1,1,511,Potential Loyalist
14220.0,246,1,319.42,1,1,2,112,Hibernating
14221.0,41,9,3432.8,3,5,5,355,Loyal Customers
14222.0,176,1,683.17,1,1,3,113,Hibernating
14223.0,91,3,991.13,2,3,4,234,At Risk
14224.0,109,4,1009.73,2,4,4,244,At Risk
14226.0,28,5,2214.79,4,4,5,445,Champions
14227.0,25,10,3350.96,4,5,5,455,Champions
14229.0,51,3,1547.2,3,3,4,334,Loyal Customers
14231.0,183,3,925.71,1,3,4,134,At Risk
14232.0,42,5,2048.07,3,4,5,345,Loyal Customers
14233.0,48,4,1462.72,3,4,4,344,Loyal Customers
14234.0,21,4,754.12,4,4,3,443,Loyal Customers
14235.0,74,5,3144.86,2,4,5,245,At Risk
14236.0,80,1,301.56,2,1,2,212,Hibernating
14238.0,325,1,146.85,1,1,1,111,Hibernating
14239.0,42,11,2380.85,3,5,5,355,Loyal Customers
14240.0,29,2,890.34,4,3,3,433,Loyal Customers
14241.0,183,1,213.7,1,1,1,111,Hibernating
14242.0,234,2,280.55,1,3,2,132,At Risk
14243.0,8,8,2116.77,5,5,5,555,Champions
14245.0,219,2,1693.45,1,3,4,134,At Risk
14246.0,110,3,1474.06,2,3,4,234,At Risk
14247.0,277,1,136.77,1,1,1,111,Hibernating
14248.0,317,1,302.58,1,1,2,112,Hibernating
14250.0,6,3,1904.05,5,3,4,534,Loyal Customers
14251.0,1,5,2879.7,5,4,5,545,Champions
14256.0,259,1,445.2,1,1,2,112,Hibernating
14257.0,63,5,3099.72,3,4,5,345,Loyal Customers
14258.0,8,9,12669.98,5,5,5,555,Champions
14259.0,141,1,120.0,2,1,1,211,Hibernating
14261.0,50,2,1163.45,3,3,4,334,Loyal Customers
14262.0,7,8,2618.23,5,5,5,555,Champions
14264.0,154,2,333.97,2,3,2,232,At Risk
14265.0,108,2,530.18,2,3,3,233,At Risk
14267.0,162,3,1516.24,2,3,4,234,At Risk
14270.0,331,1,492.65,1,1,3,113,Hibernating
14271.0,225,1,112.32,1,1,1,111,Hibernating
14272.0,73,2,437.96,2,3,2,232,At Risk
14273.0,50,4,559.97,3,4,3,343,Loyal Customers
14276.0,98,3,1119.74,2,3,4,234,At Risk
14277.0,14,3,4188.0,4,3,5,435,Loyal Customers
14280.0,196,1,134.04,1,1,1,111,Hibernating
14282.0,2,14,3130.44,5,5,5,555,Champions
14284.0,30,2,595.25,4,3,3,433,Loyal Customers
14285.0,20,4,1910.01,4,4,4,444,Champions
14286.0,23,3,4628.75,4,3,5,435,Loyal Customers
14287.0,7,3,176.63,5,3,1,531,Loyal Customers
14288.0,212,1,426.6,1,1,2,112,Hibernating
14289.0,8,6,911.26,5,5,3,553,Loyal Customers
14290.0,10,4,1537.09,5,4,4,544,Champions
14291.0,1,11,3883.25,5,5,5,555,Champions
14292.0,7,9,4871.93,5,5,5,555,Champions
14293.0,2,3,681.64,5,3,3,533,Loyal Customers
14295.0,39,1,166.2,3,1,1,311,Others
14297.0,17,4,1305.33,4,4,4,444,Champions
14298.0,7,39,46837.84,5,5,5,555,Champions
14299.0,7,8,3536.38,5,5,5,555,Champions
14300.0,18,1,43.2,4,1,1,411,Potential Loyalist
14301.0,116,1,640.14,2,1,3,213,Hibernating
14304.0,222,1,383.45,1,1,2,112,Hibernating
14305.0,70,3,1858.96,2,3,4,234,At Risk
14306.0,50,2,2093.32,3,3,5,335,Loyal Customers
14307.0,88,5,2212.61,2,4,5,245,At Risk
14309.0,7,8,2204.78,5,5,5,555,Champions
14311.0,242,1,310.26,1,1,2,112,Hibernating
14312.0,46,6,1611.59,3,5,4,354,Loyal Customers
14314.0,106,1,120.0,2,1,1,211,Hibernating
14315.0,44,6,2481.13,3,5,5,355,Loyal Customers
14317.0,64,1,508.58,3,1,3,313,Others
14320.0,206,2,477.79,1,3,2,132,At Risk
14321.0,10,5,1530.75,5,4,4,544,Champions
14323.0,114,2,605.06,2,3,3,233,At Risk
14326.0,241,1,183.85,1,1,1,111,Hibernating
14327.0,162,1,311.65,2,1,2,212,Hibernating
14329.0,16,7,4975.24,4,5,5,455,Champions
14331.0,123,2,462.66,2,3,2,232,At Risk
14332.0,22,3,840.21,4,3,3,433,Loyal Customers
14333.0,67,1,415.2,2,1,2,212,Hibernating
14334.0,16,7,2232.06,4,5,5,455,Champions
14335.0,15,2,454.86,4,3,2,432,Loyal Customers
14336.0,16,4,1614.91,4,4,4,444,Champions
14338.0,160,2,588.22,2,3,3,233,At Risk
14339.0,242,1,309.52,1,1,2,112,Hibernating
14340.0,218,1,134.7,1,1,1,111,Hibernating
14341.0,44,8,2166.98,3,5,5,355,Loyal Customers
14342.0,20,4,668.56,4,4,3,443,Loyal Customers
14344.0,126,5,534.28,2,4,3,243,At Risk
14345.0,38,1,108.98,3,1,1,311,Others
14346.0,120,2,1021.58,2,3,4,234,At Risk
14348.0,259,1,409.57,1,1,2,112,Hibernating
14349.0,9,1,133.5,5,1,1,511,Potential Loyalist
14350.0,273,1,282.93,1,1,2,112,Hibernating
14351.0,164,1,51.0,1,1,1,111,Hibernating
14352.0,156,4,1078.96,2,4,4,244,At Risk
14353.0,214,1,90.6,1,1,1,111,Hibernating
14354.0,5,2,163.62,5,3,1,531,Loyal Customers
14356.0,79,2,701.23,2,3,3,233,At Risk
14357.0,42,1,225.12,3,1,1,311,Others
14359.0,18,3,912.18,4,3,3,433,Loyal Customers
14360.0,31,4,2118.03,3,4,5,345,Loyal Customers
14362.0,21,1,151.5,4,1,1,411,Potential Loyalist
14364.0,108,8,3717.35,2,5,5,255,At Risk
14367.0,7,16,9227.82,5,5,5,555,Champions
14368.0,319,1,155.0,1,1,1,111,Hibernating
14371.0,294,1,100.5,1,1,1,111,Hibernating
14375.0,184,1,235.56,1,1,1,111,Hibernating
14377.0,190,2,617.05,1,3,3,133,At Risk
14379.0,43,2,348.1,3,3,2,332,Loyal Customers
14381.0,51,1,202.68,3,1,1,311,Others
14382.0,25,1,615.49,4,1,3,413,Potential Loyalist
14383.0,37,3,1247.69,3,3,4,334,Loyal Customers
14385.0,8,3,202.11,5,3,1,531,Loyal Customers
14386.0,296,1,142.4,1,1,1,111,Hibernating
14387.0,32,3,1727.6,3,3,4,334,Loyal Customers
14388.0,9,7,2900.04,5,5,5,555,Champions
14389.0,64,2,1043.46,3,3,4,334,Loyal Customers
14390.0,9,8,4418.87,5,5,5,555,Champions
14393.0,217,1,67.95,1,1,1,111,Hibernating
14395.0,1,8,3171.23,5,5,5,555,Champions
14396.0,64,1,377.64,3,1,2,312,Others
14397.0,2,19,2612.96,5,5,5,555,Champions
14400.0,148,1,574.7,2,1,3,213,Hibernating
14401.0,3,12,3804.1,5,5,5,555,Champions
14403.0,129,4,1475.81,2,4,4,244,At Risk
14404.0,33,5,1320.09,3,4,4,344,Loyal Customers
14406.0,118,1,156.75,2,1,1,211,Hibernating
14407.0,106,6,2157.73,2,5,5,255,At Risk
14408.0,10,7,2599.03,5,5,5,555,Champions
14409.0,70,4,1730.65,2,4,4,244,At Risk
14410.0,91,9,1100.27,2,5,4,254,At Risk
14411.0,310,1,1063.0,1,1,4,114,Hibernating
14412.0,42,2,770.03,3,3,3,333,Loyal Customers
14414.0,91,6,1279.78,2,5,4,254,At Risk
14415.0,0,12,5002.89,5,5,5,555,Champions
14416.0,21,2,490.22,4,3,3,433,Loyal Customers
14418.0,3,3,1937.25,5,3,4,534,Loyal Customers
14419.0,10,5,927.69,5,4,4,544,Champions
14420.0,98,1,387.52,2,1,2,212,Hibernating
14421.0,56,2,813.11,3,3,3,333,Loyal Customers
14422.0,0,6,4263.64,5,5,5,555,Champions
14423.0,217,1,265.2,1,1,2,112,Hibernating
14424.0,17,1,322.08,4,1,2,412,Potential Loyalist
14426.0,23,10,4481.67,4,5,5,455,Champions
14427.0,49,2,363.34,3,3,2,332,Loyal Customers
14428.0,6,5,1224.06,5,4,4,544,Champions
14431.0,302,1,470.36,1,1,2,112,Hibernating
14432.0,9,6,2248.5,5,5,5,555,Champions
14434.0,21,6,1372.8,4,5,4,454,Champions
14436.0,98,1,89.06,2,1,1,211,Hibernating
14438.0,305,1,131.9,1,1,1,111,Hibernating
14439.0,319,1,2661.24,1,1,5,115,Hibernating
14440.0,7,4,1700.98,5,4,4,544,Champions
14441.0,0,4,1712.89,5,4,4,544,Champions
14442.0,204,2,1589.82,1,3,4,134,At Risk
14443.0,53,3,1116.7,3,3,4,334,Loyal Customers
14446.0,0,4,1010.35,5,4,4,544,Champions
14447.0,18,5,1163.23,4,4,4,444,Champions
14448.0,8,1,273.0,5,1,2,512,Potential Loyalist
14449.0,18,3,675.56,4,3,3,433,Loyal Customers
14450.0,180,3,483.25,1,3,3,133,At Risk
14451.0,59,2,643.9,3,3,3,333,Loyal Customers
14452.0,10,2,259.05,5,3,2,532,Loyal Customers
14453.0,189,1,119.93,1,1,1,111,Hibernating
14456.0,4,9,3017.28,5,5,5,555,Champions
14457.0,310,1,113.64,1,1,1,111,Hibernating
14459.0,154,1,1837.92,2,1,4,214,Hibernating
14460.0,109,3,434.34,2,3,2,232,At Risk
14461.0,147,3,2103.06,2,3,5,235,At Risk
14462.0,65,11,1980.57,3,5,5,355,Loyal Customers
14463.0,97,3,529.62,2,3,3,233,At Risk
14465.0,246,3,1038.44,1,3,4,134,At Risk
14466.0,28,6,1892.65,4,5,4,454,Champions
14467.0,17,4,596.26,4,4,3,443,Loyal Customers
14470.0,11,2,461.19,5,3,2,532,Loyal Customers
14472.0,103,7,1606.29,2,5,4,254,At Risk
14473.0,73,2,234.34,2,3,1,231,At Risk
14474.0,45,1,547.66,3,1,3,313,Others
14475.0,71,3,925.85,2,3,4,234,At Risk
14476.0,256,1,193.0,1,1,1,111,Hibernating
14477.0,19,4,1309.6,4,4,4,444,Champions
14479.0,253,1,141.85,1,1,1,111,Hibernating
14480.0,10,1,279.05,5,1,2,512,Potential Loyalist
14481.0,164,2,636.51,1,3,3,133,At Risk
14482.0,17,6,2022.81,4,5,5,455,Champions
14483.0,281,1,137.1,1,1,1,111,Hibernating
